id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jumlah_populasi,satuan,tahun
185,32,JAWA BARAT,3277,KOTA CIMAHI,210.0,EKOR,2019
186,32,JAWA BARAT,3274,KOTA CIREBON,335.0,EKOR,2019
187,32,JAWA BARAT,3276,KOTA DEPOK,2516.0,EKOR,2019
188,32,JAWA BARAT,3272,KOTA SUKABUMI,650.0,EKOR,2019
189,32,JAWA BARAT,3278,KOTA TASIKMALAYA,2904.0,EKOR,2019
190,32,JAWA BARAT,3201,KABUPATEN BOGOR,19964.0,EKOR,2020
191,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,20618.0,EKOR,2020
192,32,JAWA BARAT,3203,KABUPATEN CIANJUR,43268.0,EKOR,2020
193,32,JAWA BARAT,3204,KABUPATEN BANDUNG,23779.0,EKOR,2020
194,32,JAWA BARAT,3205,KABUPATEN GARUT,13368.0,EKOR,2020
195,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,56107.0,EKOR,2020
196,32,JAWA BARAT,3207,KABUPATEN CIAMIS,10195.0,EKOR,2020
197,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,29533.0,EKOR,2020
198,32,JAWA BARAT,3209,KABUPATEN CIREBON,4785.0,EKOR,2020
199,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,15073.0,EKOR,2020
200,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,34915.0,EKOR,2020
201,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,11033.0,EKOR,2020
202,32,JAWA BARAT,3213,KABUPATEN SUBANG,26784.0,EKOR,2020
203,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,13558.0,EKOR,2020
204,32,JAWA BARAT,3215,KABUPATEN KARAWANG,6511.0,EKOR,2020
205,32,JAWA BARAT,3216,KABUPATEN BEKASI,22081.0,EKOR,2020
206,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,6582.0,EKOR,2020
207,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,18137.0,EKOR,2020
208,32,JAWA BARAT,3271,KOTA BOGOR,216.0,EKOR,2020
209,32,JAWA BARAT,3272,KOTA SUKABUMI,605.0,EKOR,2020
210,32,JAWA BARAT,3273,KOTA BANDUNG,1339.0,EKOR,2020
211,32,JAWA BARAT,3274,KOTA CIREBON,353.0,EKOR,2020
212,32,JAWA BARAT,3275,KOTA BEKASI,6427.0,EKOR,2020
213,32,JAWA BARAT,3276,KOTA DEPOK,2526.0,EKOR,2020
214,32,JAWA BARAT,3277,KOTA CIMAHI,342.0,EKOR,2020
215,32,JAWA BARAT,3278,KOTA TASIKMALAYA,2934.0,EKOR,2020
216,32,JAWA BARAT,3279,KOTA BANJAR,1557,EKOR,2020
217,32,JAWA BARAT,3201,KABUPATEN BOGOR,24539.0,EKOR,2021
218,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,20927.0,EKOR,2021
219,32,JAWA BARAT,3203,KABUPATEN CIANJUR,44431.0,EKOR,2021
220,32,JAWA BARAT,3204,KABUPATEN BANDUNG,22647.0,EKOR,2021
221,32,JAWA BARAT,3205,KABUPATEN GARUT,30228.0,EKOR,2021
222,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,56110.0,EKOR,2021
223,32,JAWA BARAT,3207,KABUPATEN CIAMIS,10450.0,EKOR,2021
224,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,29972.0,EKOR,2021
225,32,JAWA BARAT,3209,KABUPATEN CIREBON,5295.0,EKOR,2021
226,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,15477.0,EKOR,2021
227,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,31672.0,EKOR,2021
228,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,11534.0,EKOR,2021
229,32,JAWA BARAT,3213,KABUPATEN SUBANG,27288.0,EKOR,2021
230,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,13662.0,EKOR,2021
231,32,JAWA BARAT,3215,KABUPATEN KARAWANG,6544.0,EKOR,2021
232,32,JAWA BARAT,3216,KABUPATEN BEKASI,22390.0,EKOR,2021
233,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,6643.0,EKOR,2021
234,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,18847.0,EKOR,2021
235,32,JAWA BARAT,3271,KOTA BOGOR,259.0,EKOR,2021
236,32,JAWA BARAT,3272,KOTA SUKABUMI,582.0,EKOR,2021
237,32,JAWA BARAT,3273,KOTA BANDUNG,1277.0,EKOR,2021
238,32,JAWA BARAT,3274,KOTA CIREBON,373.0,EKOR,2021
239,32,JAWA BARAT,3275,KOTA BEKASI,6639.0,EKOR,2021
240,32,JAWA BARAT,3276,KOTA DEPOK,2546.0,EKOR,2021
241,32,JAWA BARAT,3277,KOTA CIMAHI,300.0,EKOR,2021
242,32,JAWA BARAT,3278,KOTA TASIKMALAYA,2934.0,EKOR,2021
243,32,JAWA BARAT,3279,KOTA BANJAR,1575.0,EKOR,2021
244,32,JAWA BARAT,3201,KABUPATEN BOGOR,20618.0,EKOR,2022
245,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,18774.0,EKOR,2022
246,32,JAWA BARAT,3203,KABUPATEN CIANJUR,39494.0,EKOR,2022
247,32,JAWA BARAT,3204,KABUPATEN BANDUNG,20386.0,EKOR,2022
248,32,JAWA BARAT,3205,KABUPATEN GARUT,31747.0,EKOR,2022
249,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,48142.0,EKOR,2022
250,32,JAWA BARAT,3207,KABUPATEN CIAMIS,10555.0,EKOR,2022
251,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,30631.0,EKOR,2022
252,32,JAWA BARAT,3209,KABUPATEN CIREBON,4444.0,EKOR,2022
253,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,9212.0,EKOR,2022
254,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,32427.0,EKOR,2022
255,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,10035.0,EKOR,2022
256,32,JAWA BARAT,3213,KABUPATEN SUBANG,21643.0,EKOR,2022
257,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,13808.0,EKOR,2022
258,32,JAWA BARAT,3215,KABUPATEN KARAWANG,6086.0,EKOR,2022
259,32,JAWA BARAT,3216,KABUPATEN BEKASI,22682.0,EKOR,2022
260,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,6652.0,EKOR,2022
